,SNRin,Method,Parameter,Signal_id,Repetition,QRF
363,0,contour_filtering,"((), {})",McMultiLinear,13,2.215012178042527
364,0,contour_filtering,"((), {})",McMultiLinear,14,2.266808772666406
365,0,contour_filtering,"((), {})",McMultiLinear,15,2.2188990965580415
366,0,contour_filtering,"((), {})",McMultiLinear,16,2.0415052054093357
367,0,contour_filtering,"((), {})",McMultiLinear,17,1.7853041124094613
368,0,contour_filtering,"((), {})",McMultiLinear,18,1.945917912996541
369,0,contour_filtering,"((), {})",McMultiLinear,19,1.8880553231321795
370,0,contour_filtering,"((), {})",McMultiLinear,20,2.0060485202242346
371,0,contour_filtering,"((), {})",McMultiLinear,21,2.0174950798306712
372,0,contour_filtering,"((), {})",McMultiLinear,22,2.0200885835115567
373,0,contour_filtering,"((), {})",McMultiLinear,23,1.8448062956834674
374,0,contour_filtering,"((), {})",McMultiLinear,24,1.8972109610485886
375,0,contour_filtering,"((), {})",McMultiLinear,25,1.607477512488051
376,0,contour_filtering,"((), {})",McMultiLinear,26,2.236990319778144
377,0,contour_filtering,"((), {})",McMultiLinear,27,1.730944923529907
378,0,contour_filtering,"((), {})",McMultiLinear,28,1.7567165505905038
379,0,contour_filtering,"((), {})",McMultiLinear,29,1.8827107248002186
380,0,contour_filtering,"((), {})",McMultiLinear,30,1.8697068578456602
381,0,contour_filtering,"((), {})",McMultiLinear,31,1.8832091588238207
382,0,contour_filtering,"((), {})",McMultiLinear,32,2.153527442554613
383,0,contour_filtering,"((), {})",McMultiLinear,33,1.8400649937624733
384,0,contour_filtering,"((), {})",McMultiLinear,34,2.466157388664104
385,0,contour_filtering,"((), {})",McMultiLinear,35,2.0433296356699864
386,0,contour_filtering,"((), {})",McMultiLinear,36,1.7507588397056844
387,0,contour_filtering,"((), {})",McMultiLinear,37,1.8439105503120796
388,0,contour_filtering,"((), {})",McMultiLinear,38,1.9435451586654016
389,0,contour_filtering,"((), {})",McMultiLinear,39,2.0736894465515032
390,0,contour_filtering,"((), {})",McMultiLinear,40,1.8637550801223397
